Período: 20262;Emitido em: 22/07/2026 08:33 h; Data da última atualização: 22/07/2026 07:50h;
Critérios da busca: 
Não foi especificado nenhum critério de busca
Disciplina;Nome da disciplina;Professor;Créd;Turma;Destino;Vag;Turno;Horário/Sala;Horas a Distância;SHF;Horas de extensão;Pré-Req;Depto;
INF2710; MET PES AREA TECNICO ACADEMICA ;SIMONE DINIZ JUNQUEIRA BARBOSA;3;3WA;INF;25;I;SEX 13-15   ;0;1;0;NÃO;INF;
INF2710; MET PES AREA TECNICO ACADEMICA ;SIMONE DINIZ JUNQUEIRA BARBOSA;3;3WA;QQC;5;I;SEX 13-15   ;0;1;0;NÃO;INF;
INF2786; PESQ TESE I INT HUM-COMPUTADOR ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2786; PESQ TESE I INT HUM-COMPUTADOR ;SIMONE DINIZ JUNQUEIRA BARBOSA;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2786; PESQ TESE I INT HUM-COMPUTADOR ;HORISTA A CONTRATAR;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2786; PESQ TESE I INT HUM-COMPUTADOR ;ALBERTO BARBOSA RAPOSO;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2787; PES TESE II INT HUM-COMPUTADOR ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2787; PES TESE II INT HUM-COMPUTADOR ;SIMONE DINIZ JUNQUEIRA BARBOSA;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2787; PES TESE II INT HUM-COMPUTADOR ;HORISTA A CONTRATAR;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2787; PES TESE II INT HUM-COMPUTADOR ;ALBERTO BARBOSA RAPOSO;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2788; PES TES III INT HUM-COMPUTADOR ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2788; PES TES III INT HUM-COMPUTADOR ;SIMONE DINIZ JUNQUEIRA BARBOSA;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2788; PES TES III INT HUM-COMPUTADOR ;HORISTA A CONTRATAR;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2788; PES TES III INT HUM-COMPUTADOR ;ALBERTO BARBOSA RAPOSO;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2789; PES TESE IV INT HUM-COMPUTADOR ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2789; PES TESE IV INT HUM-COMPUTADOR ;SIMONE DINIZ JUNQUEIRA BARBOSA;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2789; PES TESE IV INT HUM-COMPUTADOR ;HORISTA A CONTRATAR;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2789; PES TESE IV INT HUM-COMPUTADOR ;ALBERTO BARBOSA RAPOSO;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2790; TOP INTER HUM-COMPUTADOR I ;RENATO FONTOURA DE GUSMAO CERQUEIRA;3;3WA;INF;25;I;QUI 16-19   ;0;0;0;NÃO;INF;
INF2790; TOP INTER HUM-COMPUTADOR I ;RENATO FONTOURA DE GUSMAO CERQUEIRA;3;3WA;QQC;4;I;QUI 16-19   ;0;0;0;NÃO;INF;
INF2795; TRAB IND INTER HUM-COMPUT I ;SIMONE DINIZ JUNQUEIRA BARBOSA;1;3WB;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2795; TRAB IND INTER HUM-COMPUT I ;HORISTA A CONTRATAR;1;3WC;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2795; TRAB IND INTER HUM-COMPUT I ;ALBERTO BARBOSA RAPOSO;1;3WD;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2796; TRAB IND INTER HUM-COMPUT II ;HORISTA A CONTRATAR;2;3WA;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2796; TRAB IND INTER HUM-COMPUT II ;SIMONE DINIZ JUNQUEIRA BARBOSA;2;3WB;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2796; TRAB IND INTER HUM-COMPUT II ;HORISTA A CONTRATAR;2;3WC;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2796; TRAB IND INTER HUM-COMPUT II ;ALBERTO BARBOSA RAPOSO;2;3WD;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2797; TRAB IND INTER HUM-COMPUT III ;HORISTA A CONTRATAR;2;3WA;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2797; TRAB IND INTER HUM-COMPUT III ;SIMONE DINIZ JUNQUEIRA BARBOSA;2;3WB;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2797; TRAB IND INTER HUM-COMPUT III ;HORISTA A CONTRATAR;2;3WC;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2797; TRAB IND INTER HUM-COMPUT III ;ALBERTO BARBOSA RAPOSO;2;3WD;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2798; TRAB IND INTER HUM-COMPUT IV ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2798; TRAB IND INTER HUM-COMPUT IV ;SIMONE DINIZ JUNQUEIRA BARBOSA;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2798; TRAB IND INTER HUM-COMPUT IV ;HORISTA A CONTRATAR;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2798; TRAB IND INTER HUM-COMPUT IV ;ALBERTO BARBOSA RAPOSO;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2799; TRAB IND INTER HUM-COMPUT V ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2799; TRAB IND INTER HUM-COMPUT V ;SIMONE DINIZ JUNQUEIRA BARBOSA;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2799; TRAB IND INTER HUM-COMPUT V ;HORISTA A CONTRATAR;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2799; TRAB IND INTER HUM-COMPUT V ;ALBERTO BARBOSA RAPOSO;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2806; PESQ TESE I LING PROGRAMACAO ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2806; PESQ TESE I LING PROGRAMACAO ;HORISTA A CONTRATAR;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2806; PESQ TESE I LING PROGRAMACAO ;EDWARD HERMANN HAEUSLER;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2807; PESQ TESE II LING PROGRAMACAO ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2807; PESQ TESE II LING PROGRAMACAO ;HORISTA A CONTRATAR;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2807; PESQ TESE II LING PROGRAMACAO ;EDWARD HERMANN HAEUSLER;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2808; PESQ TESE III LING PROGRAMACAO ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2808; PESQ TESE III LING PROGRAMACAO ;HORISTA A CONTRATAR;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2808; PESQ TESE III LING PROGRAMACAO ;EDWARD HERMANN HAEUSLER;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2809; PESQ TESE IV LING PROGRAMACAO ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2809; PESQ TESE IV LING PROGRAMACAO ;HORISTA A CONTRATAR;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2809; PESQ TESE IV LING PROGRAMACAO ;EDWARD HERMANN HAEUSLER;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2813; TRAB IND LING PROGRAMACAO I ;HORISTA A CONTRATAR;1;3WA;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2813; TRAB IND LING PROGRAMACAO I ;HORISTA A CONTRATAR;1;3WB;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2813; TRAB IND LING PROGRAMACAO I ;EDWARD HERMANN HAEUSLER;1;3WD;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2814; TRAB IND LING PROGRAMACAO II ;HORISTA A CONTRATAR;2;3WA;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2814; TRAB IND LING PROGRAMACAO II ;HORISTA A CONTRATAR;2;3WB;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2814; TRAB IND LING PROGRAMACAO II ;EDWARD HERMANN HAEUSLER;2;3WD;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2815; TRAB IND LING PROGRAMACAO III ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2815; TRAB IND LING PROGRAMACAO III ;HORISTA A CONTRATAR;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2815; TRAB IND LING PROGRAMACAO III ;EDWARD HERMANN HAEUSLER;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2886; PESQ TESE I HIPERT/MULTIMIDIA ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2886; PESQ TESE I HIPERT/MULTIMIDIA ;SERGIO COLCHER;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2887; PESQ TESE II HIPERT/MULTIMIDIA ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2887; PESQ TESE II HIPERT/MULTIMIDIA ;SERGIO COLCHER;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2888; PES TESE III HIPERT/MULTIMIDIA ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2888; PES TESE III HIPERT/MULTIMIDIA ;SERGIO COLCHER;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2889; PESQ TESE IV HIPERT/MULTIMIDIA ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2889; PESQ TESE IV HIPERT/MULTIMIDIA ;SERGIO COLCHER;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2889; PESQ TESE IV HIPERT/MULTIMIDIA ;EDUARDO SANY LABER;3;3WC;QQC;15;D;GAVEA;0;3;0;NÃO;INF;
INF2895; TR IND HIPERTEXTO/MULTIMID I ;HORISTA A CONTRATAR;1;3WA;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2895; TR IND HIPERTEXTO/MULTIMID I ;SERGIO COLCHER;1;3WB;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2896; TR IND HIPERTEXTO/MULTIMID II ;HORISTA A CONTRATAR;2;3WA;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2896; TR IND HIPERTEXTO/MULTIMID II ;SERGIO COLCHER;2;3WB;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2897; TR IND HIPERTEXTO/MULTIMID III ;HORISTA A CONTRATAR;2;3WA;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2897; TR IND HIPERTEXTO/MULTIMID III ;SERGIO COLCHER;2;3WB;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2898; TR IND HIPERTEXTO/MULTIMID IV ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2898; TR IND HIPERTEXTO/MULTIMID IV ;SERGIO COLCHER;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2899; TR IND HIPERTEXTO/MULTIMID V ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2899; TR IND HIPERTEXTO/MULTIMID V ;SERGIO COLCHER;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2911; INTELIG COMP E METAHEURISTICAS ;RAFAEL MARTINELLI PINTO;3;3WA;INF;14;I;TER 09-12   ;0;0;0;NÃO;INF;
INF2923; TRAB INDIV ENG SOFTWARE IV ;MARCOS KALINOWSKI;1;3WD;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2924; TRAB INDIV ENG SOFTWARE V ;MARCOS KALINOWSKI;2;3WD;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2925; TRAB INDIV ENG SOFTWARE VI ;MARCOS KALINOWSKI;3;3WD;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2926; PROJETO/ANALISE DE ALGORITMOS ;RAFAEL MARTINELLI PINTO;4;3WA;INF;26;I;QUI 09-12   ;0;1;0;NÃO;INF;
INF2926; PROJETO/ANALISE DE ALGORITMOS ;RAFAEL MARTINELLI PINTO;4;3WA;QQC;10;I;QUI 09-12   ;0;1;0;NÃO;INF;
INF2983; TRA IND OTI/RAC AUTOMATICO I ;MARCO SERPA MOLINARO;1;3WA;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2983; TRA IND OTI/RAC AUTOMATICO I ;HORISTA A CONTRATAR;1;3WB;QQC;15;D;GAVEA;0;2;0;NÃO;INF;
INF2983; TRA IND OTI/RAC AUTOMATICO I ;EDUARDO SANY LABER;1;3WC;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2984; TRA IND OTI/RAC AUTOMATICO II ;MARCO SERPA MOLINARO;2;3WA;QQC;10;I;GAVEA;0;4;0;NÃO;INF;
INF2984; TRA IND OTI/RAC AUTOMATICO II ;HORISTA A CONTRATAR;2;3WB;QQC;10;I;GAVEA;0;4;0;NÃO;INF;
INF2984; TRA IND OTI/RAC AUTOMATICO II ;EDUARDO SANY LABER;2;3WC;QQC;10;I;GAVEA;0;4;0;NÃO;INF;
INF2984; TRA IND OTI/RAC AUTOMATICO II ;HORISTA A CONTRATAR;2;3WD;QQC;15;D;GAVEA;0;4;0;NÃO;INF;
INF2984; TRA IND OTI/RAC AUTOMATICO II ;HORISTA A CONTRATAR;2;3WE;QQC;10;I;GAVEA;0;4;0;NÃO;INF;
INF2985; TRA IND OTI/RAC AUTOMATICO III ;MARCO SERPA MOLINARO;3;3WB;QQC;10;I;GAVEA;0;6;0;NÃO;INF;
INF2985; TRA IND OTI/RAC AUTOMATICO III ;EDUARDO SANY LABER;3;3WC;QQC;10;I;GAVEA;0;6;0;NÃO;INF;
INF2986; PESQ TESE I OTI/RAC AUTOMATICO ;MARCO SERPA MOLINARO;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2986; PESQ TESE I OTI/RAC AUTOMATICO ;EDUARDO SANY LABER;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2987; PES TESE II OTI/RAC AUTOMATICO ;MARCO SERPA MOLINARO;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2987; PES TESE II OTI/RAC AUTOMATICO ;EDUARDO SANY LABER;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2988; PES TES III OTI/RAC AUTOMATICO ;MARCO SERPA MOLINARO;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2988; PES TES III OTI/RAC AUTOMATICO ;EDUARDO SANY LABER;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2989; PES TESE IV OTI/RAC AUTOMATICO ;MARCO SERPA MOLINARO;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2989; PES TESE IV OTI/RAC AUTOMATICO ;EDUARDO SANY LABER;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2992; TRAB IND ALG PARAL OTIMIZ IV ;HORISTA A CONTRATAR;3;3WA;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2992; TRAB IND ALG PARAL OTIMIZ IV ;HORISTA A CONTRATAR;3;3WB;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2992; TRAB IND ALG PARAL OTIMIZ IV ;EDUARDO SANY LABER;3;3WC;QQC;10;I;GAVEA;0;3;0;NÃO;INF;
INF2992; TRAB IND ALG PARAL OTIMIZ IV ;HORISTA A CONTRATAR;3;3WD;QQC;15;D;GAVEA;0;3;0;NÃO;INF;
INF2993; TRAB IND ALG PARAL OTIMIZ V ;HORISTA A CONTRATAR;1;3WA;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2993; TRAB IND ALG PARAL OTIMIZ V ;HORISTA A CONTRATAR;1;3WB;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2993; TRAB IND ALG PARAL OTIMIZ V ;EDUARDO SANY LABER;1;3WC;QQC;10;I;GAVEA;0;1;0;NÃO;INF;
INF2993; TRAB IND ALG PARAL OTIMIZ V ;HORISTA A CONTRATAR;1;3WD;QQC;15;D;GAVEA;0;1;0;NÃO;INF;
INF2994; TRAB IND ALG PARAL OTIMIZ VI ;HORISTA A CONTRATAR;2;3WA;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2994; TRAB IND ALG PARAL OTIMIZ VI ;HORISTA A CONTRATAR;2;3WB;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2994; TRAB IND ALG PARAL OTIMIZ VI ;EDUARDO SANY LABER;2;3WC;QQC;10;I;GAVEA;0;2;0;NÃO;INF;
INF2994; TRAB IND ALG PARAL OTIMIZ VI ;HORISTA A CONTRATAR;2;3WD;QQC;15;D;GAVEA;0;2;0;NÃO;INF;
INF2995; TRA IND OTI/RAC AUTOMATICO IV ;MARCO SERPA MOLINARO;3;3WA;QQC;10;I;GAVEA;0;6;0;NÃO;INF;
INF2996; TRA IND OTI/RAC AUTOMATICO V ;MARCO SERPA MOLINARO;3;3WA;QQC;10;I;GAVEA;0;6;0;NÃO;INF;
INF2997; TRA IND OTI/RAC AUTOMATICO VI ;MARCO SERPA MOLINARO;3;3WA;QQC;10;I;GAVEA;0;6;0;NÃO;INF;
INF3000; DISSERTACAO DE MESTRADO ;COORDENADOR DE CURSO;0;3WA;QQC;46;I; ;0;0;0;NÃO;INF;
INF3001; TESE DE DOUTORADO ;COORDENADOR DE CURSO;0;3WA;QQC;40;I; ;0;0;0;NÃO;INF;
INF3002; REQUISITO BASICO DE DOUTORADO ;COORDENADOR DE CURSO;0;3WA;QQC;30;I; ;0;0;0;NÃO;INF;
INF3004; EXAME DE QUALIFICACAO ;COORDENADOR DE CURSO;0;3WA;QQC;30;I; ;0;0;0;NÃO;INF;
INF3006; EXAME PROPOSTA DE DISSERTACAO ;COORDENADOR DE CURSO;0;3WA;QQC;40;I; ;0;0;0;NÃO;INF;
INF3007; EXAME DE PROPOSTA DE TESE ;COORDENADOR DE CURSO;0;3WA;QQC;40;I; ;0;0;0;NÃO;INF;
INF3201; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;1;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3202; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;2;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3203; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;3;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3210; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;0;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3211; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;1;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3212; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;2;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3213; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;3;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3220; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;0;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3221; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;1;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3222; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;2;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
INF3223; ESTAGIO DOCENCIA NA GRADUACAO ;COORDENADOR DE CURSO;3;3WA;QQC;20;I;GAVEA;0;3;0;NÃO;INF;
IRI1501; FORMACAO SIST INTERNACIONAL ;DIEGO SANTOS VIEIRA DE JESUS;4;24A;CCI;4;D;TER 13-15   QUI 13-15   ;0;0;0;NÃO;IRI;
IRI1501; FORMACAO SIST INTERNACIONAL ;DIEGO SANTOS VIEIRA DE JESUS;4;24A;QQC;3;D;TER 13-15   QUI 13-15   ;0;0;0;NÃO;IRI;
IRI1507; INTROD POLITICA INTERNACIONAL ;LUISA CRUZ LOBATO;4;24A;CCI;2;D;SEG 15-17   QUA 15-17   ;0;0;0;NÃO;IRI;
IRI1507; INTROD POLITICA INTERNACIONAL ;LUISA CRUZ LOBATO;4;24A;QQC;1;D;SEG 15-17   QUA 15-17   ;0;0;0;NÃO;IRI;
IRI1509; ORGANIZACOES INTERNACIONAIS ;CAROLINA DE OLIVEIRA SALGADO;4;24A;CCI;2;D;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;IRI;
IRI1509; ORGANIZACOES INTERNACIONAIS ;MARCELLO CAPPUCCI FRISONI;4;24B;CCI;5;D;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;IRI;
IRI1509; ORGANIZACOES INTERNACIONAIS ;CAROLINA DE OLIVEIRA SALGADO;4;24A;QQC;5;D;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;IRI;
IRI1509; ORGANIZACOES INTERNACIONAIS ;MARCELLO CAPPUCCI FRISONI;4;24B;QQC;4;D;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;IRI;
IRI1509; ORGANIZACOES INTERNACIONAIS ;CAROLINA DE OLIVEIRA SALGADO;4;24A;RIT;40;D;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;IRI;
IRI1509; ORGANIZACOES INTERNACIONAIS ;MARCELLO CAPPUCCI FRISONI;4;24B;RIT;20;D;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;IRI;
IRI1510; PROBLEMAS DA GUERRA E DA PAZ ;MARCIO ANTONIO SCALERCIO;4;24A;CCI;0;D;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;IRI;
IRI1510; PROBLEMAS DA GUERRA E DA PAZ ;MARCIO ANTONIO SCALERCIO;4;24A;QQC;2;D;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;IRI;
IRI1511; POL/ECO REL INTERNACIONAIS I ;LUCIANA BADIN PEREIRA LIMA;4;24A;CCI;0;D;TER 09-11   QUI 09-11   ;0;0;0; SIM ;IRI;
IRI1511; POL/ECO REL INTERNACIONAIS I ;LUCIANA BADIN PEREIRA LIMA;4;24A;QQC;0;D;TER 09-11   QUI 09-11   ;0;0;0; SIM ;IRI;
IRI1511; POL/ECO REL INTERNACIONAIS I ;LUCIANA BADIN PEREIRA LIMA;4;24A;RIT;40;D;TER 09-11   QUI 09-11   ;0;0;0; SIM ;IRI;
IRI1512; POL/ECO REL INTERNACIONAIS II ;LUCIANA BADIN PEREIRA LIMA;4;24A;CCI;5;D;TER 11-13   QUI 11-13   ;0;0;0; SIM ;IRI;
IRI1512; POL/ECO REL INTERNACIONAIS II ;LUCIANA BADIN PEREIRA LIMA;4;24A;QQC;5;D;TER 11-13   QUI 11-13   ;0;0;0; SIM ;IRI;
IRI1512; POL/ECO REL INTERNACIONAIS II ;LUCIANA BADIN PEREIRA LIMA;4;24A;RIT;16;D;TER 11-13   QUI 11-13   ;0;0;0; SIM ;IRI;
IRI1513; ANALISE DE POLITICA EXTERNA ;DIEGO SANTOS VIEIRA DE JESUS;4;24A;CCI;1;D;TER 07-09   QUI 07-09   ;0;0;0; SIM ;IRI;
IRI1513; ANALISE DE POLITICA EXTERNA ;CAROLINA DE OLIVEIRA SALGADO;4;24B;CCI;5;D;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;IRI;
IRI1513; ANALISE DE POLITICA EXTERNA ;DIEGO SANTOS VIEIRA DE JESUS;4;24A;QQC;5;D;TER 07-09   QUI 07-09   ;0;0;0; SIM ;IRI;
IRI1513; ANALISE DE POLITICA EXTERNA ;CAROLINA DE OLIVEIRA SALGADO;4;24B;QQC;5;D;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;IRI;
IRI1513; ANALISE DE POLITICA EXTERNA ;DIEGO SANTOS VIEIRA DE JESUS;4;24A;RIT;38;D;TER 07-09   QUI 07-09   ;0;0;0; SIM ;IRI;
IRI1513; ANALISE DE POLITICA EXTERNA ;CAROLINA DE OLIVEIRA SALGADO;4;24B;RIT;20;D;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;IRI;
IRI1515; SEGURANCA E REL INTERNACIONAIS ;LUISA CRUZ LOBATO;4;24A;CCI;0;D;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;IRI;
IRI1515; SEGURANCA E REL INTERNACIONAIS ;MARCIO ANTONIO SCALERCIO;4;24B;CCI;5;D;TER 09-11   QUI 09-11   ;0;0;0; SIM ;IRI;
IRI1515; SEGURANCA E REL INTERNACIONAIS ;LUISA CRUZ LOBATO;4;24A;QQC;5;D;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;IRI;
IRI1515; SEGURANCA E REL INTERNACIONAIS ;MARCIO ANTONIO SCALERCIO;4;24B;QQC;5;D;TER 09-11   QUI 09-11   ;0;0;0; SIM ;IRI;
IRI1515; SEGURANCA E REL INTERNACIONAIS ;LUISA CRUZ LOBATO;4;24A;RIT;19;D;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;IRI;
IRI1515; SEGURANCA E REL INTERNACIONAIS ;MARCIO ANTONIO SCALERCIO;4;24B;RIT;20;D;TER 09-11   QUI 09-11   ;0;0;0; SIM ;IRI;
IRI1518; METOD E PRÁTICAS PESQ E EXT II ;CAROLINA DE OLIVEIRA SALGADO;2;24A;CCI;5;D;SEX 07-09   ;0;0;30; SIM ;IRI;
IRI1518; METOD E PRÁTICAS PESQ E EXT II ;CAROLINA DE OLIVEIRA SALGADO;2;24A;QQC;5;D;SEX 07-09   ;0;0;30; SIM ;IRI;
IRI1518; METOD E PRÁTICAS PESQ E EXT II ;CAROLINA DE OLIVEIRA SALGADO;2;24A;RIT;39;D;SEX 07-09   ;0;0;30; SIM ;IRI;
IRI1520; GLOBALIZACAO, POL E CULTURA ;THIAGO ALVES BRAZ;4;24A;CCI;2;D;TER 07-09   QUI 07-09   ;0;0;60;NÃO;IRI;
IRI1520; GLOBALIZACAO, POL E CULTURA ;THIAGO ALVES BRAZ;4;24A;QQC;3;D;TER 07-09   QUI 07-09   ;0;0;60;NÃO;IRI;
